"sex" "f_inb" "animal.id" "id" "year" "animal" "y"
"515" 1 0.116634368896484 515 515 11 515 11.6015914135708
"516" 1 0.0953178405761719 516 516 11 516 10.7004773001771
"517" 1 0.104885101318359 517 517 11 517 10.7282131430142
"518" 1 0.125600814819336 518 518 11 518 11.7453972262725
"519" 1 0.117612838745117 519 519 11 519 9.27882757155207
"520" 1 0.0981483459472656 520 520 11 520 12.9357028939075
"521" 1 0.0683917999267578 521 521 11 521 11.4081759148389
"522" 1 0.101564407348633 522 522 11 522 12.4041255717881
"523" 2 0.0894584655761719 523 523 11 523 14.4986994602107
"524" 1 0.0823402404785156 524 524 11 524 10.9263614696089
"525" 1 0.143955230712891 525 525 11 525 10.9796786736486
"526" 2 0.0880413055419922 526 526 11 526 13.781454367562
"527" 2 0.0889225006103516 527 527 11 527 13.0975709378796
"528" 2 0.199058532714844 528 528 11 528 10.9869677095367
"529" 2 0.0817012786865234 529 529 11 529 13.3258765265472
"530" 2 0.0943813323974609 530 530 11 530 11.3903492285794
"531" 2 0.0731716156005859 531 531 11 531 14.5394957110161
"532" 2 0.113790512084961 532 532 11 532 11.3702807184653
"533" 2 0.191370010375977 533 533 11 533 11.7523369229164
"534" 2 0.117887496948242 534 534 11 534 10.6329507979471
"535" 2 0.103208541870117 535 535 11 535 12.2918010052864
"536" 2 0.0751857757568359 536 536 11 536 11.9574670754447
"537" 2 0.0874500274658203 537 537 11 537 11.3642822923435
"538" 2 0.101524353027344 538 538 11 538 12.23085132697
"539" 2 0.0874500274658203 539 539 11 539 13.0666579491143
"540" 2 0.0888462066650391 540 540 11 540 13.9587369014474
"541" 2 0.115734100341797 541 541 11 541 13.0405464292236
"542" 2 0.0753040313720703 542 542 11 542 13.9845849095784
"543" 2 0.121841430664062 543 543 11 543 12.1114663701585
"544" 2 0.107433319091797 544 544 11 544 12.3812846506185
"545" 2 0.11140251159668 545 545 11 545 10.3214472152995
"546" 2 0.139877319335938 546 546 11 546 12.0024575311453
"547" 1 0.101428985595703 547 547 11 547 9.78145303308138
"548" 2 0.0869827270507812 548 548 11 548 12.9195793232632
"549" 2 0.0963993072509766 549 549 11 549 12.4889739726614
"550" 1 0.0849800109863281 550 550 11 550 12.3915526752943
"551" 1 0.124898433685303 551 551 12 551 10.6552767645471
"552" 1 0.193821430206299 552 552 12 552 8.29618201036398
"553" 1 0.150743961334229 553 553 12 553 9.87976745865585
"554" 1 0.10593843460083 554 554 12 554 11.5653139222713
"555" 1 0.118268966674805 555 555 12 555 11.1284662659238
"556" 1 0.100551605224609 556 556 12 556 10.0315436983274
"557" 1 0.0905094146728516 557 557 12 557 10.363390587665
"558" 1 0.230555534362793 558 558 12 558 8.69009993560459
"559" 1 0.137251377105713 559 559 12 559 8.40062435278123
"560" 1 0.150743961334229 560 560 12 560 9.35665157891321
"561" 1 0.104645252227783 561 561 12 561 10.5279648165564
"562" 1 0.0857391357421875 562 562 12 562 11.3898354822361
"563" 1 0.125558853149414 563 563 12 563 10.6143798009549
"564" 1 0.122886657714844 564 564 12 564 9.47695781056683
"565" 1 0.082695484161377 565 565 12 565 10.7790729766086
"566" 1 0.0930089950561523 566 566 12 566 11.4095985438127
"567" 1 0.13717794418335 567 567 12 567 10.6730639175451
"568" 1 0.0957741737365723 568 568 12 568 9.84264220613449
"569" 1 0.103785037994385 569 569 12 569 11.6109949414489
"570" 1 0.0882997512817383 570 570 12 570 9.20843856886845
"571" 2 0.0988245010375977 571 571 12 571 15.9192668970059
"572" 1 0.0983719825744629 572 572 12 572 11.8941260521476
"573" 2 0.109261035919189 573 573 12 573 12.5889696025892
"574" 1 0.104516983032227 574 574 12 574 9.52347884317618
"575" 1 0.112127304077148 575 575 12 575 9.52360617649554
"576" 2 0.175360679626465 576 576 12 576 11.4340018405347
"577" 2 0.0943260192871094 577 577 12 577 11.7283189040726
"578" 2 0.092036247253418 578 578 12 578 13.1770782830434
"579" 2 0.239827156066895 579 579 12 579 8.23975720179818
"580" 2 0.092036247253418 580 580 12 580 13.9589405361884
"581" 2 0.114898204803467 581 581 12 581 13.4159744242134
"582" 2 0.111904144287109 582 582 12 582 12.4689478332751
"583" 2 0.0981764793395996 583 583 12 583 14.8124531380117
"584" 2 0.208127498626709 584 584 12 584 10.3284840739268
"585" 2 0.0957741737365723 585 585 12 585 13.5314746753163
"586" 2 0.101333141326904 586 586 12 586 12.0224240182073
"587" 2 0.138654708862305 587 587 12 587 12.5408730389144
"588" 2 0.118903636932373 588 588 12 588 11.5856849449451
"589" 2 0.132987976074219 589 589 12 589 12.7155936030669
"590" 2 0.194557189941406 590 590 12 590 10.1981388482536
"591" 2 0.0971918106079102 591 591 12 591 13.771747393132
"592" 2 0.102241039276123 592 592 12 592 13.811164065539
"593" 2 0.0971512794494629 593 593 12 593 11.4575826071995
"594" 2 0.0928778648376465 594 594 12 594 12.2356011891289
"595" 2 0.183393955230713 595 595 12 595 9.45462536276851
"596" 1 0.0975275039672852 596 596 12 596 10.8800102095633
"597" 1 0.106215953826904 597 597 12 597 11.3301494053828
"598" 1 0.0969562530517578 598 598 12 598 8.90638809070712
"599" 2 0.113842964172363 599 599 12 599 10.8971417136643
"600" 2 0.116764545440674 600 600 12 600 11.6604949944109
"601" 2 0.104301452636719 601 601 13 601 13.0371948100611
"602" 1 0.133667469024658 602 602 13 602 10.2137521026714
"603" 2 0.174134850502014 603 603 13 603 8.83666969325537
"604" 1 0.229230403900146 604 604 13 604 8.63571068465288
"605" 1 0.139372110366821 605 605 13 605 11.1397542697769
"606" 1 0.124354839324951 606 606 13 606 11.5458685940818
"607" 2 0.114773988723755 607 607 13 607 13.366828345865
"608" 1 0.0964312553405762 608 608 13 608 11.6108349756184
"609" 1 0.12542986869812 609 609 13 609 11.8349649156765
"610" 1 0.11720871925354 610 610 13 610 9.99085790959475
"611" 1 0.156377673149109 611 611 13 611 9.67188006210499
"612" 1 0.235240697860718 612 612 13 612 8.03300900935789
"613" 1 0.20911180973053 613 613 13 613 6.99034287720343
"614" 1 0.180886387825012 614 614 13 614 8.25666936765372
"615" 1 0.261528611183167 615 615 13 615 6.39492075599627
"616" 1 0.119412422180176 616 616 13 616 10.0301554269963
"617" 2 0.142521023750305 617 617 13 617 12.7587948501872
"618" 1 0.0948126316070557 618 618 13 618 11.1278797336246
"619" 1 0.139372110366821 619 619 13 619 10.4548961747074
"620" 2 0.142950415611267 620 620 13 620 14.1022040626487
"621" 2 0.104675054550171 621 621 13 621 10.172921924988
"622" 1 0.0965626239776611 622 622 13 622 11.5337075440225
"623" 2 0.208818197250366 623 623 13 623 10.325323110733
"624" 2 0.26629114151001 624 624 13 624 10.1479330254415
"625" 1 0.104301452636719 625 625 13 625 11.4362467815323
"626" 1 0.133667469024658 626 626 13 626 10.4672145542332
"627" 2 0.172623872756958 627 627 13 627 11.9648108794515
"628" 1 0.124740839004517 628 628 13 628 9.90530132442421
"629" 1 0.115285754203796 629 629 13 629 11.8218434953198
"630" 2 0.124326109886169 630 630 13 630 13.4651935086982
"631" 1 0.252055883407593 631 631 13 631 6.42151778484429
"632" 2 0.103898644447327 632 632 13 632 13.4258353222645
"633" 2 0.100017070770264 633 633 13 633 13.3438114786978
"634" 2 0.115267515182495 634 634 13 634 14.7242324743595
"635" 1 0.166613459587097 635 635 13 635 12.0670700408076
"636" 1 0.1248699426651 636 636 13 636 10.0506495586228
"637" 2 0.110388040542603 637 637 13 637 12.06049171103
"638" 2 0.208818197250366 638 638 13 638 10.804922030058
"639" 2 0.106626510620117 639 639 13 639 11.9561587048034
"640" 2 0.102225780487061 640 640 13 640 12.5266852687055
"641" 2 0.0919375419616699 641 641 13 641 13.729981287712
"642" 1 0.139401078224182 642 642 13 642 9.53007004825048
"643" 1 0.106563806533813 643 643 13 643 11.7312288735276
"644" 1 0.109686970710754 644 644 13 644 11.3500298092799
"645" 2 0.207759737968445 645 645 13 645 10.2099030026225
"646" 2 0.109269857406616 646 646 13 646 11.8251869497079
"647" 2 0.124354839324951 647 647 13 647 11.6160142360841
"648" 2 0.11956775188446 648 648 13 648 10.619654080729
"649" 2 0.154907822608948 649 649 13 649 10.8577948452909
"650" 2 0.0982078313827515 650 650 13 650 13.2143879652576
